Relation|RowGroup|uncompressed|compressed|c3_compressed|compression_ratio_improvement|compute_ecr_counter|add_to_graph_counter|final_scheme_counter
Arade_1|0|4161998|1170624|1165378|1.0045|52|1|1
Bimbo_1|0|3670016|319324|290651|1.09865|592|34|2
CityMaxCapita_1|0|26049426|11018728|10651787|1.03445|1353|251|11
CMSprovider_1|0|16717728|3729276|3417447|1.09125|1163|242|12
CommonGovernment_1|0|62829650|8193179|6965009|1.17633|6987|572|26
Corporations_1|0|11901857|5105751|3235052|1.57826|918|319|9
Eixo_1|0|60077487|5892367|4613014|1.27734|15388|2066|40
Euro2016_1|0|11418716|5779460|5244416|1.10202|119|44|2
Food_1|0|2758131|515805|515949|0.999721|70|10|2
Generico_1|0|42738694|2805958|1861330|1.5075|5804|558|22
HashTags_1|0|92542033|34753667|23917574|1.45306|20015|1287|25
Hatred_1|0|26027696|11533096|11358128|1.0154|1178|191|11
IGlocations1_1|0|6321918|1779851|1780285|0.999756|660|95|8
Medicare1_1|0|12973420|3996314|3440466|1.16156|894|176|11
MedPayment1_1|0|16768400|4681724|4545369|1.03|1191|147|9
MLB_1|0|18994088|2380651|2241404|1.06212|8256|1086|26
Motos_1|0|42974217|2829428|1889533|1.49742|6090|584|20
MulheresMil_1|0|62416953|5964864|4542996|1.31298|15881|2275|43
NYC_1|0|36490617|3139541|1751853|1.79213|5382|1005|24
PanCreactomy1_1|0|18360922|4037727|3716861|1.08633|1555|316|13
Physicians_1|0|16768116|4686462|4541282|1.03197|1191|145|11
Provider_1|0|16202756|4588180|4523557|1.01429|1221|158|10
RealEstate1_1|0|17820728|4838606|4509539|1.07297|1330|214|8
Redfin1_1|0|22150976|9242876|8998039|1.02721|1398|138|13
Rentabilidad_1|0|70851322|16198993|14961072|1.08274|21693|1087|27
Romance_1|0|21518242|9890585|9866699|1.00242|35|3|2
SalariesFrance_1|0|48707783|9310155|8401847|1.10811|3588|348|18
TableroSistemaPenal_1|0|23289522|802109|276179|2.90431|2252|128|13
Taxpayer_1|0|16195222|4592886|4511701|1.01799|1222|168|11
Telco_1|0|92222061|23897338|22571604|1.05873|54777|13250|72
TrainsUK1_2|0|22067864|3440367|2871934|1.19793|1629|184|12
TrainsUK2_1|0|18144855|3140981|2536065|1.23853|2406|458|13
Uberlandia_1|0|61320125|5959002|4585762|1.29946|15592|2261|42
USCensus_1|0|137735464|8738400|8208573|1.06455|533880|29909|97
Wins_1|0|88869327|14701699|14006823|1.04961|174072|12455|148
YaleLanguages_1|0|18012366|1520217|807352|1.88297|2358|358|18
